incl0801.srt.bam	incl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	inclbl01.srt.bam	inclbl02.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
SP140	626	592	314	95	0	98	42	0	3469	913	4167	1290	32	2137
LOC105610091	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SP110	1483	2441	1278	1191	0	0	14	26	3739	5140	4312	5207	3891	2942
LOC101120225	2	20	2	8	4	0	0	96	187	395	239	259	44	149
SLC16A14	12	84	0	132	21	131	389	450	0	0	0	0	0	0
FBXO36	46	84	181	17	0	35	40	1	59	56	44	48	26	93
TRIP12	31597	29364	27084	16251	1184	4954	12809	7512	34370	37787	61080	37485	39502	24919
DNER	19	1	0	0	0	0	0	0	215	102	58	52	69	266
PID1	584	1437	400	1037	18	603	197	235	5879	5808	4724	6299	3047	2355
LOC101119453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPHKAP	2	0	0	4	0	0	0	0	30	0	0	0	0	0
DAW1	22	410	343	489	0	0	0	0	0	0	0	55	3	186
CCL20	47	0	90	11	0	0	0	0	0	51	4	0	12	240
LOC101104046	1691	198	831	198	95	109	443	299	132	0	77	291	476	365
LOC101118679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGFG1	1851	5387	3417	3056	1459	4342	12694	7339	6318	4954	5609	5765	4143	2299
LOC101103542	0	1	16	0	0	2	62	0	1	16	0	1	0	4
TM4SF20	0	0	0	0	1	11	67	38	0	0	0	0	0	0
MFF	1528	3342	2118	1552	928	8474	10826	6237	5242	4473	7166	5722	1623	4553
COL4A3	1	0	0	0	0	270	62	14	14	34	78	0	4	0
COL4A4	0	3	0	0	0	0	2	0	29	0	2	0	0	0
RHBDD1	742	2225	1034	1024	14	153	57	142	2044	3314	3078	3020	1994	1650
LOC105610802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRS1	560	439	512	698	16	323	375	436	261	384	682	412	261	530
LOC105610800	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105610797	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101102042	22	15	50	25	2	55	60	34	50	55	85	169	13	108
NYAP2	0	0	29	41	0	0	0	0	0	26	35	0	0	51
LOC105610786	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DOCK10	0	0	4	4	0	0	0	0	0	50	0	11	2	29
LOC101122926	23	48	72	51	78	410	58	577	17	30	62	32	10	4
CUL3	7821	3168	4417	2379	646	2373	9466	4098	4166	1872	6566	2312	3721	5492
FAM124B	0	0	0	0	0	0	0	0	0	0	0	0	0	190
SERPINE2	772	1425	900	778	364	3588	2576	5417	3122	3012	1337	1850	2954	1475
MRPL44	1687	4517	5874	3400	248	2497	2045	2963	4182	8046	7400	9108	2040	4098
WDFY1	2288	3254	1679	1151	409	4406	2845	5278	4444	6553	6775	9248	9183	8932
LOC105606749	0	0	0	0	0	32	0	34	0	0	0	2	0	0
AP1S3	250	532	98	117	115	58	794	341	629	429	3438	758	267	1758
LOC101116638	3	0	0	0	0	0	4	2	0	0	0	0	0	0
SCG2	0	220	538	36	0	0	0	0	0	399	0	0	1251	3977
KCNE4	48	0	0	47	0	0	0	0	46	32	80	58	86	10
ACSL3	1005	1693	1238	447	1734	6233	26387	15133	3171	3543	16580	3816	1634	2877
LOC105610752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOGAT1	1765	2727	2797	1383	22	194	401	479	10270	9043	11815	9665	5601	4431
LOC101120221	100	561	179	331	12	60	32	52	1223	699	834	1014	395	404
FARSB	4986	5048	5579	4680	859	5996	8790	5946	3334	2534	6267	4159	914	2500
SGPP2	1008	1525	581	717	203	1178	2447	1859	3178	2371	2459	1983	4938	800
PAX3	195	541	182	295	0	0	0	0	1015	844	988	1437	198	877
LOC101119447	8	26	6	4	6	91	79	132	14	15	15	2	9	10
EPHA4	4322	5841	3424	3354	0	3	0	0	8275	15433	8711	13118	11224	8877
LOC101115863	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118589	0	0	0	42	0	0	0	0	0	0	0	0	0	0
SLC4A3	0	0	0	0	2	0	22	0	0	24	0	0	0	0
STK11IP	16	113	198	351	48	422	200	152	397	433	683	249	326	122
INHA	0	0	0	2	22	148	77	16	0	2	2	0	0	0
OBSL1	8	0	0	6	0	1	11	3	9	6	46	0	89	31
LOC106990909	0	0	0	0	1	0	0	0	0	0	0	1	2	28
LOC106990908	0	0	0	1	0	0	0	0	12	8	10	5	0	3
TMEM198	0	0	0	0	1	80	6	0	146	108	67	62	160	50
CHPF	7	2	2	85	40	296	13	137	399	257	328	197	315	198
ASIC4	0	0	0	0	0	0	0	0	4	4	0	0	0	0
GMPPA	18	0	68	57	21	205	62	142	116	207	423	274	25	76
LOC105611911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606759	5	53	0	0	0	0	0	0	29	35	90	52	43	54
LOC101117564	50	0	0	0	0	0	0	0	164	158	308	88	250	52
LOC105611903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105606758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DES	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DNPEP	1559	4213	1587	1584	411	3914	441	2846	4794	7253	3739	5988	4520	3428
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113571	5	5	4	4	4	6	18	4	0	1	0	0	0	1
PTPRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB2	11	8	33	0	1	0	16	4	8	2	16	0	5	0
LOC101116286	327	503	413	117	0	0	14	0	1623	805	130	102	2882	832
TUBA4A	1826	2722	1959	710	2	2	26	23	7981	4344	616	326	12579	4435
STK16	101	176	44	59	66	651	61	420	186	163	184	198	135	122
LOC106990453	6	0	7	19	6	0	36	2	0	0	0	14	0	2
GLB1L	1	0	11	3	0	59	15	8	54	4	37	71	0	33
ANKZF1	80	6	140	241	98	315	206	843	226	675	420	257	87	153
ATG9A	32	253	12	6	10	196	10	119	261	305	98	155	262	17
ABCB6	152	0	0	110	234	473	854	826	47	0	5	23	0	0
ZFAND2B	645	569	449	475	142	1197	396	804	739	107	242	724	1614	1414
FAM134A	0	32	34	0	22	210	75	90	60	23	75	41	64	22
CNPPD1	90	4	18	165	50	692	76	310	1522	535	2068	471	877	144
SLC23A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHEJ1	36	750	216	180	96	907	728	610	712	841	699	1084	361	237
IHH	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CFAP65	0	0	0	1	0	0	0	1	8	5	16	36	2	0
CRYBA2	8	0	14	0	0	0	0	0	30	84	37	70	15	93
FEV	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK5R2	5	3	10	21	0	0	0	0	110	80	83	17	225	20
WNT10A	0	0	0	0	0	0	0	0	4	55	7	14	2	0
WNT6	0	0	0	0	2	0	0	0	0	0	0	0	13	0
PRKAG3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC101111528	8	80	0	0	884	2329	3446	3364	0	0	0	20	18	0
TTLL4	658	1553	574	348	26	253	246	120	5229	7845	3110	4356	4904	1588
STK36	34	7	20	11	6	0	55	36	412	884	170	511	389	75
RNF25	25	16	33	79	2	25	0	26	35	29	22	53	9	29
LOC101111607	18	111	94	70	30	241	96	156	16	2	25	49	18	14
ZNF142	365	793	536	525	34	369	200	321	732	1195	916	998	620	204
PLCD4	39	8	0	102	0	0	0	0	147	26	56	125	93	135
RQCD1	1816	4380	5894	2533	338	3131	1052	2088	3056	2892	5172	4531	3062	4514
USP37	2791	2585	4269	3113	142	803	1001	468	2187	2731	6380	4948	2785	5766
VIL1	0	20	0	0	5	8	0	0	11	1	4	0	0	12
MIR26B	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CTDSP1	0	8	0	0	24	51	11	31	0	1	0	0	12	17
SLC11A1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC101110035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATIP	0	0	1	11	0	0	0	0	0	1	0	0	0	0
LOC105606766	36	16	29	10	2	0	0	4	89	59	57	83	38	18
TMBIM1	0	1	0	0	2	12	13	315	0	0	0	1	0	16
PNKD	454	570	446	342	357	2166	1763	1479	569	718	166	378	594	101
AAMP	745	1218	879	479	167	1795	253	949	958	1076	798	757	995	749
GPBAR1	138	0	0	4	44	334	21	163	0	0	0	0	0	0
ARPC2	7207	18921	8380	9108	5526	39817	42338	44870	10277	11806	10931	14325	9329	6247
CXCR1	0	0	0	0	0	0	10	0	13	52	0	2	0	0
CXCR2	0	0	2	0	0	0	4	0	115	62	0	14	52	0
RUFY4	0	0	0	0	0	0	0	0	57	0	21	4	0	0
TNS1	0	1	0	0	22	329	40	242	8	12	0	0	0	0
LOC105606769	0	0	0	0	0	0	0	14	0	0	0	0	0	0
LOC105610631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610629	0	0	2	0	0	0	0	0	0	10	0	0	0	0
LOC105610630	0	0	0	0	0	0	0	0	0	16	0	0	0	0
TNP1	0	0	0	0	0	8	18	20	0	0	0	0	0	0
LOC105610626	0	1	0	0	13	116	89	81	0	0	0	39	0	0
IGFBP5	0	0	0	0	2	16	34	24	0	0	0	14	2	0
IGFBP2	0	0	0	9	552	5711	801	1947	4	0	0	0	4	0
LOC105610624	36	1	11	2	34	131	103	68	11	42	27	105	10	102
LOC101109155	240	156	271	442	320	1801	2930	1942	83	40	84	218	73	125
SMARCAL1	38	567	253	239	50	529	91	315	1463	2393	829	2404	1212	517
MARCH4	0	0	0	0	0	0	1	0	15	23	6	0	2	13
LOC105610606	0	0	6	9	0	0	0	0	3	0	0	0	0	0
XRCC5	361	721	833	415	98	1569	902	1021	1384	1799	3192	1998	945	749
TMEM169	188	498	45	122	0	0	0	0	298	378	326	408	238	136
PECR	810	1476	792	664	12	80	205	51	1757	2072	3471	2596	1134	3019
MREG	0	0	0	0	4	0	0	0	0	0	0	0	0	0
LOC101106494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610593	25	0	0	0	32	207	63	90	29	92	63	38	0	0
FN1	1555	755	1480	1274	789	20936	17865	22245	4077	5231	4627	4058	3911	3888
LOC105610586	1	0	0	0	0	0	0	3	0	0	0	0	0	0
ATIC	20613	14838	16954	15405	891	8128	6061	7157	2807	2342	2542	3665	2357	4372
LOC105610573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA12	362	324	159	301	0	66	115	17	366	782	579	240	150	276
BARD1	406	641	403	451	387	2748	2388	2170	1072	580	1210	1094	839	1073
VWC2L	501	1029	249	775	0	0	108	4	2103	1587	3975	2586	805	2071
SPAG16	145	240	556	216	15	0	4	4	810	1198	658	609	124	718
LOC105610535	0	0	0	0	0	0	4	0	0	0	0	0	0	0
IKZF2	3666	5023	4266	3223	6	102	22	63	11192	10971	17190	12709	11927	8158
LOC105610530	11	27	3	10	0	0	0	0	84	53	123	186	37	2
LOC105611887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB4	0	12	8	32	0	4	0	0	77	81	44	44	154	20
LOC101108114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102789	27	28	26	16	17	93	61	103	58	67	84	58	69	44
CPS1	1926	2660	1797	2179	0	186	243	165	2468	7226	3449	6052	1446	3056
LOC101102541	8	4	0	0	0	60	152	360	2	4	4	2	4	2
LANCL1	3493	7520	5677	6006	256	2252	4489	4739	7020	7322	12273	5571	6870	4399
MYL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990970	0	0	0	4	0	0	0	0	0	0	0	0	0	0
LOC105611607	0	0	0	0	0	0	52	29	0	0	0	0	0	0
ACADL	40	0	1	0	5	124	56	56	0	0	0	0	0	4
KANSL1L	144	208	142	31	15	38	198	49	161	207	219	252	224	114
RPE	4833	7795	6049	4922	608	5447	5692	5789	2045	3309	2993	3607	448	1346
UNC80	0	0	5	0	0	0	0	0	0	5	0	1	0	0
MAP2	1971	2198	1596	2693	4	3	156	149	3090	3184	3348	3197	4052	3352
LOC105611885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107339	1	3	0	0	0	0	0	0	0	0	2	0	0	0
PTH2R	0	0	122	0	0	117	87	379	13	158	0	50	237	111
LOC101107079	0	73	0	3	0	0	0	0	16	18	0	0	76	0
PIKFYVE	17282	10596	10339	8745	408	1926	3949	2204	5622	2484	1821	4722	9524	6071
IDH1	3583	5677	5314	3834	7868	29787	77582	53190	4753	3399	7296	6543	5283	7124
C2H2orf80	3976	4111	3964	1663	28	158	210	163	1181	1257	2634	2553	3111	6382
LOC101120055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119795	0	0	0	0	0	0	0	0	0	3	0	0	1	0
LOC101119537	0	0	0	0	0	0	0	0	0	0	0	0	9	0
LOC101106832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101106574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119282	270	4	70	81	0	0	0	0	2	0	0	0	40	1
LOC105610414	4	0	46	0	2	0	3	0	46	2	0	2	0	2
PLEKHM3	134	318	148	289	0	351	2	0	270	1125	1147	918	368	612
LOC105610416	35	205	125	50	0	0	16	0	160	262	15	72	0	243
FZD5	12	1	0	4	80	205	353	156	148	21	85	41	163	59
CCNYL1	3436	7270	3607	2315	194	364	1122	349	7205	7577	18408	10882	10098	8880
LOC106990969	0	0	46	0	0	0	12	32	58	0	0	8	0	18
METTL21A	1056	848	452	862	95	1339	1700	1097	765	284	1442	1093	840	1002
CREB1	342	245	648	234	288	922	2923	1336	373	204	904	496	430	281
LOC105610401	1071	911	701	174	8	2	20	50	787	477	313	237	141	625
LOC105610397	4	0	39	17	4	0	0	0	11	4	37	18	4	6
LOC105610392	0	0	4	0	0	1	0	48	0	0	0	0	0	0
KLF7	635	3497	1314	1304	18	190	192	36	6995	6992	4856	4582	8409	2921
LOC105610390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPO	10	20	0	0	0	0	0	0	10	14	20	12	8	238
LOC101106062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASTKD2	2527	5628	4826	3323	378	4025	5384	4294	4741	5738	7075	7988	2124	7298
MDH1B	0	0	0	0	0	1	0	7	54	3	0	0	0	0
DYTN	10	17	114	1	0	0	2	0	0	13	97	46	0	17
LOC101116456	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	266	0	3	0	153	228	588	701	27	62	4	0	0	0
ZDBF2	0	0	8	44	17	108	191	164	0	0	0	60	36	22
LOC106990394	8	12	13	6	0	0	14	7	10	3	0	9	0	2
GPR1	338	60	136	135	26	748	615	950	256	307	444	574	259	153
EEF1B2	19531	11218	13433	11702	4720	39973	35145	31867	8530	5476	7538	8866	9704	17115
NDUFS1	193	433	1	178	1133	9477	17797	15227	1177	511	957	777	443	878
LOC105612046	1	10	34	4	29	112	285	109	138	82	44	52	81	58
INO80D	1501	1889	1318	1615	525	2102	4671	3018	4232	2895	5584	5273	2648	1441
LOC101104815	0	2	1	4	1	10	8	36	0	0	0	0	4	0
NRP2	252	648	200	181	10	270	12	0	1036	1989	1590	781	1030	500
LOC105612044	135	14	108	6	0	0	2	0	47	325	135	518	0	236
LOC105610329	2	0	0	3	0	0	279	0	0	0	0	0	0	0
PARD3B	630	322	508	374	18	78	133	94	1388	718	2790	2198	1571	1065
ICOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTLA4	0	0	9	0	0	0	0	0	0	0	0	0	0	0
CD28	0	0	6	0	0	0	0	0	0	0	0	111	0	0
RAPH1	399	316	181	228	30	240	157	280	867	741	1040	1266	634	500
ABI2	2732	4713	2043	2670	0	52	84	30	6206	5535	5995	4376	6875	3150
LOC101104050	129	166	192	277	44	288	679	409	50	72	213	97	95	114
LOC105610298	0	2	0	0	0	0	0	0	0	0	1	0	0	0
NBEAL1	986	2128	848	1095	300	697	3031	1327	908	1792	2452	2030	345	1019
CARF	1714	1374	1739	1145	53	225	415	342	390	969	715	629	542	1130
WDR12	5092	5172	5193	2915	255	3554	5805	4047	92	36	148	332	176	307
LOC101111780	24	14	0	4	442	1230	4607	2843	0	0	8	4	12	0
ICA1L	2585	1355	763	565	24	86	264	53	968	1084	3824	2245	1432	1667
FAM117B	1544	1176	910	1350	139	972	1461	939	4802	2581	4305	4611	6022	3384
LOC105610251	0	0	0	0	4	2	1	2	0	0	0	0	0	0
BMPR2	350	510	937	967	36	16	140	52	1468	1185	2278	3085	1012	1096
NOP58	87183	65408	83136	47573	3404	30589	50365	34542	18005	1942	4894	26567	27161	38930
LOC105610242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO1	6179	18552	15845	13913	1086	9458	15103	11974	18851	24320	27377	24019	6700	17557
KIAA2012	457	134	299	185	5	8	12	3	613	256	737	532	215	103
FZD7	48	103	37	25	2	27	1	18	312	58	40	41	778	45
CDK15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALS2	1112	786	524	400	95	825	645	1047	1520	1603	3144	1223	3129	1069
MPP4	2	0	4	1	0	0	0	0	23	2	4	0	0	0
LOC105610226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM237	459	579	688	293	32	375	386	264	307	141	438	662	34	133
LOC105610223	0	0	0	0	0	0	0	0	0	0	0	0	0	24
ALS2CR11	0	0	0	0	0	0	59	0	8	0	0	0	10	0
STRADB	2206	3536	1856	2174	100	857	646	655	8125	9381	11002	8008	5110	4770
TRAK2	2951	5657	3483	2681	36	163	622	436	2960	6024	6515	7954	2841	5604
LOC105610222	0	5	0	7	0	1	0	0	3	4	0	1	0	0
LOC101108024	0	9	10	5	7	54	34	54	3	0	0	2	4	3
ALS2CR12	0	44	0	0	0	0	0	0	47	28	24	11	0	0
CASP8	0	0	14	52	2	0	0	0	145	216	44	74	272	26
LOC101103049	37	157	81	96	0	0	0	0	163	67	166	358	0	87
CFLAR	345	0	115	0	2	0	14	25	71	137	95	31	378	106
LOC101102795	2	0	0	0	0	0	0	0	2	0	0	0	1	0
NDUFB3	1046	588	1064	682	493	1742	6330	2458	91	37	164	138	71	176
FAM126B	2901	5020	3797	3183	279	2065	4024	2241	6245	9496	8007	7558	6798	5466
LOC105610198	1	7	128	3	2	13	44	6	27	17	90	64	38	46
ORC2	1231	2312	1161	1388	193	1373	2056	2713	2091	3360	8978	3162	3334	2759
NIF3L1	769	1434	1026	1640	106	850	375	653	1324	1774	783	3070	316	1982
PPIL3	102	24	152	178	7	176	434	291	24	5	9	43	4	57
CLK1	9940	6455	6245	8235	474	2667	4499	2997	3441	3071	1553	2896	9551	17728
BZW1	111304	73419	93161	65510	2584	26249	47341	33398	18193	12938	11004	25456	35889	41007
LOC105610195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102548	0	40	54	1	0	0	0	6	58	32	98	83	0	2
LOC105610179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101104808	20	0	0	0	0	0	0	0	28	68	6	0	0	70
AOX1	17	45	21	156	0	10	0	48	2	0	285	25	0	0
SGOL2	23544	18768	28503	15967	428	2138	5446	3438	13406	14595	25921	15272	14598	24986
KCTD18	1130	2055	867	898	46	680	353	637	5574	7365	5214	5185	1495	2931
SPATS2L	0	0	0	3	32	167	69	277	0	0	0	0	0	12
LOC105610178	0	0	0	0	0	0	2	0	0	0	0	0	0	40
C2H2orf47	293	738	727	931	124	1021	777	1019	954	900	1026	1522	361	808
TYW5	379	657	739	596	105	528	1398	1057	300	117	364	164	34	65
C2H2orf69	146	525	471	389	16	30	189	144	986	1015	949	780	433	334
LOC101102297	147	106	194	158	47	301	264	602	158	214	190	145	96	112
SATB2	2907	4581	5163	4693	51	466	484	740	5388	6159	5037	9634	3253	4348
LOC106990596	1	0	1	0	0	0	0	0	0	1	3	3	0	0
LOC105610139	0	1	0	2	2	5	0	3	0	0	0	0	0	0
PLCL1	0	0	88	181	3	0	0	0	154	251	119	167	273	88
BOLL	3932	9913	6738	4993	0	71	59	20	4986	9375	6293	8773	3969	6221
MARS2	92	16	134	145	45	377	193	364	402	693	1212	805	881	134
RFTN2	0	0	5	0	8	0	0	0	0	0	6	0	0	0
LOC106990104	7966	7718	10473	8670	1367	11508	21197	13590	9322	10661	16429	17796	5840	10833
HSPD1	3154	4089	3016	2004	4535	45444	41832	47593	2131	2081	9381	3048	4391	4420
COQ10B	4845	6115	5475	6109	94	905	1920	1100	1853	2718	3507	2688	600	1399
SF3B1	16116	21505	31579	19239	1521	7033	15736	11127	10141	4487	6376	12195	10031	19497
LOC101123614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD44	520	615	406	352	26	130	182	87	411	1338	820	895	591	721
LOC106990382	0	0	0	0	0	0	0	4	0	0	0	10	0	0
PGAP1	1224	1297	2078	1213	35	120	601	200	1137	1549	2326	2411	1269	2103
C2H2orf66	1497	4207	5695	4027	0	4	32	0	3658	2513	4111	7977	1938	2978
GTF3C3	5254	3776	4275	2965	126	808	1710	701	1541	1045	784	1814	1986	3506
CCDC150	1330	1574	1883	996	92	678	267	430	227	926	808	702	473	1114
LOC105610089	0	36	10	0	2	0	12	8	39	26	10	80	78	0
HECW2	21	58	120	65	45	98	929	681	99	67	208	88	86	96
STK17B	27	0	4	2	0	0	12	0	184	80	40	112	0	155
LOC105610079	31912	18093	20378	19014	135	221	263	341	10269	13089	63	13835	13631	20496
DNAH7	0	68	195	26	0	2	0	0	8	134	1408	368	1	835
SLC39A10	3921	6836	5296	5044	55	564	1002	742	4936	4442	10591	4545	7713	8620
LOC106990202	17	136	15	39	13	177	44	103	215	257	333	167	301	94
LOC105610070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEFF2	17	0	141	0	0	0	0	0	320	628	285	331	899	418
SDPR	0	0	0	0	0	40	0	2	6	42	0	0	0	86
NABP1	2878	8682	4634	4110	319	1661	2088	2004	13949	18980	12568	17797	10725	6913
MYO1B	78	209	206	544	818	1916	5610	4606	617	663	1253	1416	470	278
STAT4	0	44	3	12	0	0	0	0	51	68	28	106	40	119
STAT1	690	1128	827	494	0	0	68	35	1364	4842	7225	1940	1112	2380
GLS	2364	386	239	549	15	438	298	20	524	1214	1562	789	793	654
LOC106990907	7	0	0	0	0	0	0	0	10	2	12	2	3	2
LOC101117306	45	124	204	147	23	210	168	153	148	46	111	145	228	84
LOC105610006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610004	0	0	0	0	0	0	0	4	4	0	0	0	13	0
GYPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609998	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122086	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609990	1	0	2	0	0	0	0	0	4	0	2	0	4	4
CNTNAP5	1	0	1	1	0	0	0	4	1	14	0	6	0	46
LOC105611871	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121835	4	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609988	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101120557	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TSN	833	616	703	564	18	371	277	537	585	1866	2044	1006	603	1166
LOC105609981	1	39	1	1	10	40	22	17	16	150	2	15	88	59
NIFK	16887	11207	15353	10068	463	3689	4994	3706	4434	2982	2819	11065	5047	7552
CLASP1	2465	2705	2872	1787	330	636	797	800	1980	2116	2277	2406	3462	3273
LOC101120060	67	0	9	0	57	163	145	182	93	18	6	22	83	43
TFCP2L1	34	20	0	10	146	1069	450	908	228	84	54	65	1166	22
LOC106990906	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLI2	0	0	0	0	0	0	0	0	0	16	81	18	6	0
LOC105609957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119541	0	1	0	0	0	0	0	0	0	0	0	0	0	0
INHBB	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RALB	1286	3508	1881	1966	44	188	415	255	8930	11209	11661	11839	4462	3828
TMEM185B	928	1245	1097	1404	74	369	291	555	5691	5344	6999	4617	8225	5160
LOC106990968	0	0	0	3	4	28	0	0	0	1	2	20	0	28
EPB41L5	9202	10593	4958	6039	263	1955	2544	2561	8861	18268	43825	31948	11808	9843
LOC105609935	4	0	0	0	0	0	0	8	1	1	41	20	0	0
PTPN4	1757	1602	1444	1694	88	644	1188	900	2983	2314	3506	3652	2226	2177
TMEM177	172	175	98	157	48	462	0	183	102	115	62	107	4	2
CFAP221	16	52	6	32	0	1	0	0	53	45	37	18	426	240
SCTR	0	0	0	31	0	0	0	0	64	223	73	2	442	62
TMEM37	44102	22663	38241	9898	22	252	376	88	87363	7698	908	9807	91805	58784
DBI	1060	1526	1133	1997	1922	6151	22784	14734	713	1084	356	498	2697	2656
LOC105609916	22	42	93	57	8	96	205	106	49	41	73	71	20	34
LOC101111343	3	14	21	17	15	104	95	47	4	0	7	16	65	3
STEAP3	51	24	8	10	9	448	59	189	36	100	52	48	6	20
LOC101118512	0	0	1	0	0	0	0	0	0	1	1	2	0	0
C1QL2	0	0	0	0	0	0	0	0	6	0	0	0	0	16
MARCO	0	0	0	0	30	16	42	282	12	36	0	0	8	0
EN1	4	0	0	0	0	0	0	0	4	13	0	2	4	0
LOC105610635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609891	139	231	231	319	20	86	93	164	401	461	528	920	2	96
LOC101110820	4	8	1	2	0	0	0	0	82	78	82	42	93	52
LOC105609881	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSIG2	1179	2133	1545	871	15	234	559	307	3700	1000	5131	4657	2089	1952
LOC105609873	0	0	0	0	2	1	110	10	0	0	0	0	0	0
CCDC93	1748	3956	1967	1807	230	3151	2223	1493	9076	10962	12821	9687	4608	4243
LOC101117482	0	0	0	0	0	0	0	0	87	63	0	0	20	7
DDX18	8780	13070	14914	6438	992	5886	8099	6073	4710	2354	3501	5933	1882	4525
LOC101117227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101109775	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609859	239	274	156	117	4	68	18	38	153	57	72	161	40	69
LOC105609863	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DPP10	20	6	105	14	0	0	0	0	262	85	390	324	85	120
LOC105612683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3	502	2703	1614	1434	1161	6601	8757	9546	4556	4974	8239	4430	2447	1822
LOC105609847	0	0	0	0	0	0	16	0	0	0	3	11	0	0
LOC106990967	0	0	0	0	0	0	82	0	0	0	0	0	0	0
SLC35F5	270	259	378	46	56	442	786	969	772	738	615	674	236	539
LOC101108457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609841	0	0	0	0	0	0	1	0	0	0	0	3	0	0
GPR39	233	55	201	36	2	54	1	27	546	1082	1161	692	819	494
LYPD1	112	35	83	70	2	43	2	45	267	494	626	421	355	261
LOC106990914	7	1	28	8	0	3	0	8	101	140	183	261	66	48
